表題：,都道府県・市区町村のすがた（社会・人口統計体系）
公開日：,2025年10月31日

***,***,***,***,/項目 コード,A1101,C1224,D310412
調査年 コード,調査年,地域 コード,地域,/項目,A1101_総人口【人】,C1224_企業所得（平成27年基準）【百万円】,D310412_貸付金（都道府県財政）【千円】,貸出金【億円】
2010100000,2010年度,21000,岐阜県,***,"2,080,773",***,"54,354,743",444783
2010100000,2010年度,22000,静岡県,***,"3,765,007",***,"5,265,540",1023533
2010100000,2010年度,23000,愛知県,***,"7,410,719",***,"216,733,605",1895942
2010100000,2010年度,24000,三重県,***,"1,854,724",***,"11,165,300",392955
2010100000,2010年度,25000,滋賀県,***,"1,410,777",***,"30,239,810",329902
2010100000,2010年度,26000,京都府,***,"2,636,092",***,"117,741,304",681193
2010100000,2010年度,27000,大阪府,***,"8,865,245",***,"678,330,568",4437667
2010100000,2010年度,28000,兵庫県,***,"5,588,133",***,"529,335,381",1158488
2010100000,2010年度,29000,奈良県,***,"1,400,728",***,"4,221,537",281800
2010100000,2010年度,30000,和歌山県,***,"1,002,198",***,"68,325,720",176768
2010100000,2010年度,31000,鳥取県,***,"588,667",***,"8,383,270",137143
2010100000,2010年度,32000,島根県,***,"717,397",***,"69,557,253",116253
2010100000,2010年度,33000,岡山県,***,"1,945,276",***,"67,465,095",470776
2010100000,2010年度,34000,広島県,***,"2,860,750",***,"27,624,937",895299
2010100000,2010年度,35000,山口県,***,"1,451,338",***,"72,817,672",320712
2010100000,2010年度,36000,徳島県,***,"785,491",***,"52,413,065",216162
2010100000,2010年度,37000,香川県,***,"995,842",***,"41,072,637",281910
2010100000,2010年度,38000,愛媛県,***,"1,431,493",***,"72,617,852",577661
2010100000,2010年度,39000,高知県,***,"764,456",***,"13,640,520",175428
2010100000,2010年度,40000,福岡県,***,"5,071,968",***,"114,770,915",1666252
2010100000,2010年度,41000,佐賀県,***,"849,788",***,"34,722,203",134260
2010100000,2010年度,42000,長崎県,***,"1,426,779",***,"51,604,727",273959
2010100000,2010年度,43000,熊本県,***,"1,817,426",***,"32,477,614",356839
2010100000,2010年度,44000,大分県,***,"1,196,529",***,"44,902,233",251773
2010100000,2010年度,45000,宮崎県,***,"1,135,233",***,"169,359,611",201506
2010100000,2010年度,46000,鹿児島県,***,"1,706,242",***,"15,191,572",320969
2010100000,2010年度,47000,沖縄県,***,"1,392,818",***,"12,829,210",315860
2009100000,2009年度,1000,北海道,***,"5,524,000",***,"323,032,997",1095266
2009100000,2009年度,2000,青森県,***,"1,383,000",***,"46,367,395",261031
2009100000,2009年度,3000,岩手県,***,"1,340,000",***,"74,157,412",228251
2009100000,2009年度,4000,宮城県,***,"2,348,000",***,"97,190,752",591098
2009100000,2009年度,5000,秋田県,***,"1,097,000",***,"110,215,917",210441
2009100000,2009年度,6000,山形県,***,"1,178,000",***,"74,083,254",240459
2009100000,2009年度,7000,福島県,***,"2,041,000",***,"80,503,190",345582
2009100000,2009年度,8000,茨城県,***,"2,970,000",***,"140,809,942",614334
2009100000,2009年度,9000,栃木県,***,"2,011,000",***,"100,911,038",471717
2009100000,2009年度,10000,群馬県,***,"2,014,000",***,"155,546,360",437735
2009100000,2009年度,11000,埼玉県,***,"7,161,000",***,"31,042,636",1636353
2009100000,2009年度,12000,千葉県,***,"6,180,000",***,"156,704,841",1401283
2009100000,2009年度,13000,東京都,***,"13,048,000",***,"331,706,227",20570958
2009100000,2009年度,14000,神奈川県,***,"9,006,000",***,"18,702,714",2139938
2009100000,2009年度,15000,新潟県,***,"2,385,000",***,"117,287,153",513799
2009100000,2009年度,16000,富山県,***,"1,098,000",***,"61,290,635",325298
2009100000,2009年度,17000,石川県,***,"1,171,000",***,"27,838,920",303709
2009100000,2009年度,18000,福井県,***,"810,000",***,"48,850,332",211076
2009100000,2009年度,19000,山梨県,***,"867,000",***,"35,402,401",135274
2009100000,2009年度,20000,長野県,***,"2,162,000",***,"68,494,859",389970
2009100000,2009年度,21000,岐阜県,***,"2,091,000",***,"55,688,503",446241
2009100000,2009年度,22000,静岡県,***,"3,783,000",***,"6,941,167",1030312
2009100000,2009年度,23000,愛知県,***,"7,411,000",***,"256,417,284",1926230
2009100000,2009年度,24000,三重県,***,"1,864,000",***,"14,588,789",400458
2009100000,2009年度,25000,滋賀県,***,"1,409,000",***,"19,806,061",334638
2009100000,2009年度,26000,京都府,***,"2,637,000",***,"125,529,865",701687
2009100000,2009年度,27000,大阪府,***,"8,855,000",***,"631,834,149",4544430
2009100000,2009年度,28000,兵庫県,***,"5,591,000",***,"518,363,305",1171108
2009100000,2009年度,29000,奈良県,***,"1,404,000",***,"6,412,968",288269
2009100000,2009年度,30000,和歌山県,***,"1,008,000",***,"62,874,160",178644
2009100000,2009年度,31000,鳥取県,***,"592,000",***,"13,335,456",136409
2009100000,2009年度,32000,島根県,***,"721,000",***,"67,330,686",115888
2009100000,2009年度,33000,岡山県,***,"1,949,000",***,"76,256,156",476833
2009100000,2009年度,34000,広島県,***,"2,864,000",***,"27,003,066",901685
2009100000,2009年度,35000,山口県,***,"1,459,000",***,"77,108,138",318093
2009100000,2009年度,36000,徳島県,***,"790,000",***,"50,892,006",222396
2009100000,2009年度,37000,香川県,***,"999,000",***,"48,252,777",290304
2009100000,2009年度,38000,愛媛県,***,"1,438,000",***,"64,048,422",563966
2009100000,2009年度,39000,高知県,***,"769,000",***,"31,284,008",179437
2009100000,2009年度,40000,福岡県,***,"5,064,000",***,"119,659,407",1659879
2009100000,2009年度,41000,佐賀県,***,"853,000",***,"36,514,631",134539
2009100000,2009年度,42000,長崎県,***,"1,434,000",***,"58,483,540",277152
2009100000,2009年度,43000,熊本県,***,"1,821,000",***,"28,306,351",352140
2009100000,2009年度,44000,大分県,***,"1,200,000",***,"44,848,303",250438
2009100000,2009年度,45000,宮崎県,***,"1,138,000",***,"43,729,881",195862
2009100000,2009年度,46000,鹿児島県,***,"1,712,000",***,"5,368,977",319178
2009100000,2009年度,47000,沖縄県,***,"1,385,000",***,"13,870,755",313535
2008100000,2008年度,1000,北海道,***,"5,548,000",***,"319,008,017",1072972
2008100000,2008年度,2000,青森県,***,"1,395,000",***,"44,647,709",263016
2008100000,2008年度,3000,岩手県,***,"1,352,000",***,"67,586,208",223951
2008100000,2008年度,4000,宮城県,***,"2,349,000",***,"63,781,421",588471
2008100000,2008年度,5000,秋田県,***,"1,109,000",***,"83,369,253",210298
2008100000,2008年度,6000,山形県,***,"1,188,000",***,"64,468,672",228240
2008100000,2008年度,7000,福島県,***,"2,054,000",***,"81,179,051",345687
2008100000,2008年度,8000,茨城県,***,"2,971,000",***,"120,424,870",606268
2008100000,2008年度,9000,栃木県,***,"2,015,000",***,"87,284,273",466710
2008100000,2008年度,10000,群馬県,***,"2,017,000",***,"158,083,702",437781
2008100000,2008年度,11000,埼玉県,***,"7,136,000",***,"32,265,437",1647867
2008100000,2008年度,12000,千葉県,***,"6,153,000",***,"143,241,740",1394079
2008100000,2008年度,13000,東京都,***,"12,973,000",***,"290,900,427",20004756
2008100000,2008年度,14000,神奈川県,***,"8,965,000",***,"15,285,466",2180239
2008100000,2008年度,15000,新潟県,***,"2,396,000",***,"108,211,511",502844
2008100000,2008年度,16000,富山県,***,"1,103,000",***,"49,988,274",327415
2008100000,2008年度,17000,石川県,***,"1,172,000",***,"37,463,053",306277
2008100000,2008年度,18000,福井県,***,"814,000",***,"35,193,287",215776
2008100000,2008年度,19000,山梨県,***,"871,000",***,"34,360,748",134028
2008100000,2008年度,20000,長野県,***,"2,173,000",***,"63,507,867",399081
2008100000,2008年度,21000,岐阜県,***,"2,100,000",***,"50,873,592",441336
2008100000,2008年度,22000,静岡県,***,"3,793,000",***,"12,551,574",1002672
2008100000,2008年度,23000,愛知県,***,"7,399,000",***,"228,443,658",1899761
2008100000,2008年度,24000,三重県,***,"1,871,000",***,"16,426,840",401400
2008100000,2008年度,25000,滋賀県,***,"1,405,000",***,"30,244,218",332219
2008100000,2008年度,26000,京都府,***,"2,640,000",***,"88,662,149",709255
2008100000,2008年度,27000,大阪府,***,"8,847,000",***,"484,171,836",4625497
2008100000,2008年度,28000,兵庫県,***,"5,592,000",***,"354,231,218",1181593
2008100000,2008年度,29000,奈良県,***,"1,407,000",***,"4,420,892",296990
2008100000,2008年度,30000,和歌山県,***,"1,014,000",***,"49,449,868",181211
2008100000,2008年度,31000,鳥取県,***,"596,000",***,"17,966,112",135308
2008100000,2008年度,32000,島根県,***,"727,000",***,"50,784,487",115553
2008100000,2008年度,33000,岡山県,***,"1,953,000",***,"78,334,168",477219
2008100000,2008年度,34000,広島県,***,"2,870,000",***,"26,607,904",891763
2008100000,2008年度,35000,山口県,***,"1,466,000",***,"74,480,097",311128
2008100000,2008年度,36000,徳島県,***,"795,000",***,"56,709,916",225668
2008100000,2008年度,37000,香川県,***,"1,003,000",***,"42,061,215",295212
2008100000,2008年度,38000,愛媛県,***,"1,445,000",***,"64,277,290",555161
2008100000,2008年度,39000,高知県,***,"775,000",***,"16,105,268",182060
2008100000,2008年度,40000,福岡県,***,"5,062,000",***,"70,712,578",1629746
2008100000,2008年度,41000,佐賀県,***,"856,000",***,"27,065,262",133426
2008100000,2008年度,42000,長崎県,***,"1,443,000",***,"69,348,783",286703
2008100000,2008年度,43000,熊本県,***,"1,826,000",***,"27,830,100",347655
2008100000,2008年度,44000,大分県,***,"1,204,000",***,"41,143,612",249139
2008100000,2008年度,45000,宮崎県,***,"1,141,000",***,"46,836,267",193967
2008100000,2008年度,46000,鹿児島県,***,"1,721,000",***,"8,086,268",313720
2008100000,2008年度,47000,沖縄県,***,"1,378,000",***,"13,806,630",303018
2007100000,2007年度,1000,北海道,***,"5,579,000",***,"306,516,853",1051947
2007100000,2007年度,2000,青森県,***,"1,409,000",***,"51,162,952",261295
2007100000,2007年度,3000,岩手県,***,"1,364,000",***,"64,439,636",215783
2007100000,2007年度,4000,宮城県,***,"2,354,000",***,"58,325,292",569769
2007100000,2007年度,5000,秋田県,***,"1,121,000",***,"69,121,545",211705
2007100000,2007年度,6000,山形県,***,"1,198,000",***,"69,046,334",226585
2007100000,2007年度,7000,福島県,***,"2,067,000",***,"60,366,872",344513
2007100000,2007年度,8000,茨城県,***,"2,973,000",***,"109,997,202",592248
2007100000,2007年度,9000,栃木県,***,"2,016,000",***,"81,156,720",459994
2007100000,2007年度,10000,群馬県,***,"2,020,000",***,"147,446,653",436951
2007100000,2007年度,11000,埼玉県,***,"7,106,000",***,"35,705,306",1642768
2007100000,2007年度,12000,千葉県,***,"6,119,000",***,"92,210,463",1388851
2007100000,2007年度,13000,東京都,***,"12,848,000",***,"257,790,330",18671425
2007100000,2007年度,14000,神奈川県,***,"8,912,000",***,"15,335,208",2193030
2007100000,2007年度,15000,新潟県,***,"2,408,000",***,"271,490,825",492795
2007100000,2007年度,16000,富山県,***,"1,107,000",***,"39,641,559",323453
2007100000,2007年度,17000,石川県,***,"1,173,000",***,"100,659,305",305091
2007100000,2007年度,18000,福井県,***,"817,000",***,"31,531,200",208572
2007100000,2007年度,19000,山梨県,***,"877,000",***,"29,267,149",131282
2007100000,2007年度,20000,長野県,***,"2,182,000",***,"67,622,964",411114
2007100000,2007年度,21000,岐阜県,***,"2,104,000",***,"50,518,394",439409
2007100000,2007年度,22000,静岡県,***,"3,796,000",***,"16,383,751",968895
2007100000,2007年度,23000,愛知県,***,"7,357,000",***,"232,853,630",1929434
2007100000,2007年度,24000,三重県,***,"1,873,000",***,"16,073,978",403249
2007100000,2007年度,25000,滋賀県,***,"1,398,000",***,"26,388,286",321339
2007100000,2007年度,26000,京都府,***,"2,643,000",***,"74,047,997",694604
2007100000,2007年度,27000,大阪府,***,"8,839,000",***,"527,290,740",4697300
2007100000,2007年度,28000,兵庫県,***,"5,593,000",***,"322,686,366",1202770
2007100000,2007年度,29000,奈良県,***,"1,413,000",***,"4,476,380",305767
2007100000,2007年度,30000,和歌山県,***,"1,021,000",***,"48,433,746",181924
2007100000,2007年度,31000,鳥取県,***,"601,000",***,"25,985,955",137197
2007100000,2007年度,32000,島根県,***,"733,000",***,"58,211,503",115345
2007100000,2007年度,33000,岡山県,***,"1,956,000",***,"87,948,229",474116
2007100000,2007年度,34000,広島県,***,"2,874,000",***,"24,986,854",874525
2007100000,2007年度,35000,山口県,***,"1,476,000",***,"78,977,469",298788
2007100000,2007年度,36000,徳島県,***,"800,000",***,"52,565,934",226701
2007100000,2007年度,37000,香川県,***,"1,006,000",***,"49,848,548",299049
2007100000,2007年度,38000,愛媛県,***,"1,453,000",***,"54,958,658",534557
2007100000,2007年度,39000,高知県,***,"783,000",***,"24,894,303",183033
2007100000,2007年度,40000,福岡県,***,"5,061,000",***,"73,052,188",1589200
2007100000,2007年度,41000,佐賀県,***,"860,000",***,"13,453,771",134098
2007100000,2007年度,42000,長崎県,***,"1,455,000",***,"33,207,704",293503
2007100000,2007年度,43000,熊本県,***,"1,832,000",***,"26,150,101",334396
2007100000,2007年度,44000,大分県,***,"1,206,000",***,"37,555,065",250273
2007100000,2007年度,45000,宮崎県,***,"1,146,000",***,"41,794,627",188297
2007100000,2007年度,46000,鹿児島県,***,"1,733,000",***,"18,029,417",303842
2007100000,2007年度,47000,沖縄県,***,"1,374,000",***,"16,924,639",292440
2006100000,2006年度,1000,北海道,***,"5,605,000",***,"258,729,144",1055103
2006100000,2006年度,2000,青森県,***,"1,424,000",***,"58,566,181",264431
2006100000,2006年度,3000,岩手県,***,"1,375,000",***,"62,829,308",218816
2006100000,2006年度,4000,宮城県,***,"2,358,000",***,"50,583,060",562407
2006100000,2006年度,5000,秋田県,***,"1,134,000",***,"74,896,022",213489
2006100000,2006年度,6000,山形県,***,"1,207,000",***,"67,484,713",234585
2006100000,2006年度,7000,福島県,***,"2,080,000",***,"58,864,814",349875
2006100000,2006年度,8000,茨城県,***,"2,974,000",***,"132,384,912",581479
2006100000,2006年度,9000,栃木県,***,"2,016,000",***,"91,811,555",455819
2006100000,2006年度,10000,群馬県,***,"2,022,000",***,"140,018,413",429228
2006100000,2006年度,11000,埼玉県,***,"7,079,000",***,"36,091,589",1597359
2006100000,2006年度,12000,千葉県,***,"6,084,000",***,"90,096,760",1366881
2006100000,2006年度,13000,東京都,***,"12,704,000",***,"240,867,524",18420926
2006100000,2006年度,14000,神奈川県,***,"8,846,000",***,"11,922,061",2182363
2006100000,2006年度,15000,新潟県,***,"2,420,000",***,"111,459,096",484392
2006100000,2006年度,16000,富山県,***,"1,110,000",***,"40,954,657",320526
2006100000,2006年度,17000,石川県,***,"1,173,000",***,"22,432,191",304760
2006100000,2006年度,18000,福井県,***,"820,000",***,"25,226,390",209092
2006100000,2006年度,19000,山梨県,***,"880,000",***,"23,969,375",131051
2006100000,2006年度,20000,長野県,***,"2,189,000",***,"64,287,081",415800
2006100000,2006年度,21000,岐阜県,***,"2,105,000",***,"55,087,130",437022
2006100000,2006年度,22000,静岡県,***,"3,795,000",***,"10,349,181",936858
2006100000,2006年度,23000,愛知県,***,"7,307,000",***,"225,435,227",1944526
2006100000,2006年度,24000,三重県,***,"1,872,000",***,"16,844,479",399613
2006100000,2006年度,25000,滋賀県,***,"1,390,000",***,"28,971,081",312708
2006100000,2006年度,26000,京都府,***,"2,646,000",***,"64,779,862",700898
2006100000,2006年度,27000,大阪府,***,"8,828,000",***,"550,618,384",4774422
2006100000,2006年度,28000,兵庫県,***,"5,592,000",***,"296,297,049",1208659
2006100000,2006年度,29000,奈良県,***,"1,417,000",***,"3,686,257",313674
2006100000,2006年度,30000,和歌山県,***,"1,029,000",***,"42,489,319",182300
2006100000,2006年度,31000,鳥取県,***,"604,000",***,"37,188,133",139495
2006100000,2006年度,32000,島根県,***,"737,000",***,"59,709,778",118753
2006100000,2006年度,33000,岡山県,***,"1,956,000",***,"83,009,417",470161
2006100000,2006年度,34000,広島県,***,"2,875,000",***,"25,400,873",833318
2006100000,2006年度,35000,山口県,***,"1,484,000",***,"73,210,321",289620
2006100000,2006年度,36000,徳島県,***,"806,000",***,"51,040,262",230909
2006100000,2006年度,37000,香川県,***,"1,009,000",***,"42,646,708",296115
2006100000,2006年度,38000,愛媛県,***,"1,460,000",***,"53,373,105",509162
2006100000,2006年度,39000,高知県,***,"790,000",***,"18,095,592",185045
2006100000,2006年度,40000,福岡県,***,"5,057,000",***,"78,465,558",1572159
2006100000,2006年度,41000,佐賀県,***,"863,000",***,"13,208,315",132061
2006100000,2006年度,42000,長崎県,***,"1,467,000",***,"29,966,135",301027
2006100000,2006年度,43000,熊本県,***,"1,838,000",***,"24,845,239",327261
2006100000,2006年度,44000,大分県,***,"1,207,000",***,"34,709,301",249449
2006100000,2006年度,45000,宮崎県,***,"1,150,000",***,"44,273,501",177558
2006100000,2006年度,46000,鹿児島県,***,"1,744,000",***,"17,242,226",293045
2006100000,2006年度,47000,沖縄県,***,"1,369,000",***,"14,532,876",280503
2005100000,2005年度,1000,北海道,***,"5,627,737",***,"244,856,963",1023885
2005100000,2005年度,2000,青森県,***,"1,436,657",***,"68,231,210",270622
2005100000,2005年度,3000,岩手県,***,"1,385,041",***,"61,864,906",216259
2005100000,2005年度,4000,宮城県,***,"2,360,218",***,"54,225,964",549441
2005100000,2005年度,5000,秋田県,***,"1,145,501",***,"77,268,472",209020
2005100000,2005年度,6000,山形県,***,"1,216,181",***,"68,531,548",233537
2005100000,2005年度,7000,福島県,***,"2,091,319",***,"60,800,575",348345
2005100000,2005年度,8000,茨城県,***,"2,975,167",***,"67,617,198",574984
2005100000,2005年度,9000,栃木県,***,"2,016,631",***,"106,128,575",455237
2005100000,2005年度,10000,群馬県,***,"2,024,135",***,"121,257,123",424380
2005100000,2005年度,11000,埼玉県,***,"7,054,243",***,"36,426,743",1540741
2005100000,2005年度,12000,千葉県,***,"6,056,462",***,"90,068,441",1341532
2005100000,2005年度,13000,東京都,***,"12,576,601",***,"221,160,604",17740706
2005100000,2005年度,14000,神奈川県,***,"8,791,597",***,"15,698,203",2160602
2005100000,2005年度,15000,新潟県,***,"2,431,459",***,"114,711,151",483218
2005100000,2005年度,16000,富山県,***,"1,111,729",***,"35,641,158",315422
2005100000,2005年度,17000,石川県,***,"1,174,026",***,"21,067,095",304241
2005100000,2005年度,18000,福井県,***,"821,592",***,"26,968,279",196931
2005100000,2005年度,19000,山梨県,***,"884,515",***,"16,289,744",128814
2005100000,2005年度,20000,長野県,***,"2,196,114",***,"70,290,657",420101
2005100000,2005年度,21000,岐阜県,***,"2,107,226",***,"54,378,689",426846
2005100000,2005年度,22000,静岡県,***,"3,792,377",***,"7,489,278",901876
2005100000,2005年度,23000,愛知県,***,"7,254,704",***,"218,861,474",1933066
2005100000,2005年度,24000,三重県,***,"1,866,963",***,"21,335,144",393704
2005100000,2005年度,25000,滋賀県,***,"1,380,361",***,"32,152,998",297132
2005100000,2005年度,26000,京都府,***,"2,647,660",***,"63,621,586",699040
2005100000,2005年度,27000,大阪府,***,"8,817,166",***,"426,012,523",4848014
2005100000,2005年度,28000,兵庫県,***,"5,590,601",***,"287,272,251",1224475
2005100000,2005年度,29000,奈良県,***,"1,421,310",***,"5,567,860",316330
2005100000,2005年度,30000,和歌山県,***,"1,035,969",***,"39,327,260",187743
2005100000,2005年度,31000,鳥取県,***,"607,012",***,"39,028,146",140633
2005100000,2005年度,32000,島根県,***,"742,223",***,"56,566,786",119883
2005100000,2005年度,33000,岡山県,***,"1,957,264",***,"86,283,709",465470
2005100000,2005年度,34000,広島県,***,"2,876,642",***,"29,086,459",813352
2005100000,2005年度,35000,山口県,***,"1,492,606",***,"72,359,386",283453
2005100000,2005年度,36000,徳島県,***,"809,950",***,"48,320,687",230827
2005100000,2005年度,37000,香川県,***,"1,012,400",***,"44,757,787",284629
2005100000,2005年度,38000,愛媛県,***,"1,467,815",***,"61,667,299",483903
2005100000,2005年度,39000,高知県,***,"796,292",***,"20,735,831",184294
2005100000,2005年度,40000,福岡県,***,"5,049,908",***,"82,694,774",1567678
2005100000,2005年度,41000,佐賀県,***,"866,369",***,"16,450,152",134110
2005100000,2005年度,42000,長崎県,***,"1,478,632",***,"31,050,058",317421
2005100000,2005年度,43000,熊本県,***,"1,842,233",***,"27,535,684",323010
2005100000,2005年度,44000,大分県,***,"1,209,571",***,"33,754,870",249923
2005100000,2005年度,45000,宮崎県,***,"1,153,042",***,"47,126,234",171584
2005100000,2005年度,46000,鹿児島県,***,"1,753,179",***,"7,342,232",282100
2005100000,2005年度,47000,沖縄県,***,"1,361,594",***,"13,262,462",283933
2004100000,2004年度,1000,北海道,***,"5,650,000",***,"256,837,161",1005837
2004100000,2004年度,2000,青森県,***,"1,448,000",***,"71,014,668",276910
2004100000,2004年度,3000,岩手県,***,"1,395,000",***,"66,227,873",213311
2004100000,2004年度,4000,宮城県,***,"2,366,000",***,"51,039,666",541483
2004100000,2004年度,5000,秋田県,***,"1,156,000",***,"77,453,972",211996
2004100000,2004年度,6000,山形県,***,"1,224,000",***,"63,586,226",230304
2004100000,2004年度,7000,福島県,***,"2,102,000",***,"61,491,297",342205
2004100000,2004年度,8000,茨城県,***,"2,982,000",***,"81,482,678",567292
2004100000,2004年度,9000,栃木県,***,"2,016,000",***,"117,494,011",472885
2004100000,2004年度,10000,群馬県,***,"2,027,000",***,"108,688,229",427977
2004100000,2004年度,11000,埼玉県,***,"7,046,000",***,"42,062,465",1464758
2004100000,2004年度,12000,千葉県,***,"6,047,000",***,"129,814,861",1319471
2004100000,2004年度,13000,東京都,***,"12,482,000",***,"233,562,957",18140989
2004100000,2004年度,14000,神奈川県,***,"8,753,000",***,"8,478,367",2140078
2004100000,2004年度,15000,新潟県,***,"2,445,000",***,"415,025,259",481098
2004100000,2004年度,16000,富山県,***,"1,115,000",***,"39,522,954",332493
2004100000,2004年度,17000,石川県,***,"1,178,000",***,"22,172,985",308445
2004100000,2004年度,18000,福井県,***,"824,000",***,"30,920,915",193166
2004100000,2004年度,19000,山梨県,***,"886,000",***,"18,229,087",128699
2004100000,2004年度,20000,長野県,***,"2,206,000",***,"71,643,255",423251
2004100000,2004年度,21000,岐阜県,***,"2,108,000",***,"51,849,887",420078
2004100000,2004年度,22000,静岡県,***,"3,791,000",***,"9,135,066",874719
2004100000,2004年度,23000,愛知県,***,"7,209,000",***,"225,206,132",1912757
2004100000,2004年度,24000,三重県,***,"1,867,000",***,"24,796,301",387363
2004100000,2004年度,25000,滋賀県,***,"1,375,000",***,"38,003,584",292741
2004100000,2004年度,26000,京都府,***,"2,650,000",***,"66,016,822",702618
2004100000,2004年度,27000,大阪府,***,"8,825,000",***,"386,545,847",4970874
2004100000,2004年度,28000,兵庫県,***,"5,592,000",***,"338,650,260",1218571
2004100000,2004年度,29000,奈良県,***,"1,428,000",***,"6,716,274",313705
2004100000,2004年度,30000,和歌山県,***,"1,045,000",***,"39,307,959",189955
2004100000,2004年度,31000,鳥取県,***,"610,000",***,"40,843,999",140604
2004100000,2004年度,32000,島根県,***,"747,000",***,"61,169,031",117444
2004100000,2004年度,33000,岡山県,***,"1,959,000",***,"95,914,324",460895
2004100000,2004年度,34000,広島県,***,"2,879,000",***,"35,706,033",815943
2004100000,2004年度,35000,山口県,***,"1,502,000",***,"79,986,278",284118
2004100000,2004年度,36000,徳島県,***,"814,000",***,"49,390,284",234575
2004100000,2004年度,37000,香川県,***,"1,016,000",***,"45,490,030",285756
2004100000,2004年度,38000,愛媛県,***,"1,475,000",***,"62,033,164",469742
2004100000,2004年度,39000,高知県,***,"802,000",***,"23,718,128",185513
2004100000,2004年度,40000,福岡県,***,"5,050,000",***,"91,026,510",1577812
2004100000,2004年度,41000,佐賀県,***,"870,000",***,"15,621,217",134225
2004100000,2004年度,42000,長崎県,***,"1,490,000",***,"38,790,198",331093
2004100000,2004年度,43000,熊本県,***,"1,848,000",***,"31,622,996",319979
2004100000,2004年度,44000,大分県,***,"1,214,000",***,"33,975,228",248312
2004100000,2004年度,45000,宮崎県,***,"1,159,000",***,"45,817,667",171756
2004100000,2004年度,46000,鹿児島県,***,"1,763,000",***,"7,345,485",271953
2004100000,2004年度,47000,沖縄県,***,"1,353,000",***,"14,893,686",285549
2003100000,2003年度,1000,北海道,***,"5,663,000",***,"286,949,795",1013937
2003100000,2003年度,2000,青森県,***,"1,459,000",***,"81,066,501",293028
2003100000,2003年度,3000,岩手県,***,"1,401,000",***,"72,317,729",213663
2003100000,2003年度,4000,宮城県,***,"2,369,000",***,"47,641,428",545318
2003100000,2003年度,5000,秋田県,***,"1,165,000",***,"71,155,729",218843
2003100000,2003年度,6000,山形県,***,"1,230,000",***,"55,165,146",232261
2003100000,2003年度,7000,福島県,***,"2,110,000",***,"72,514,893",346244
2003100000,2003年度,8000,茨城県,***,"2,985,000",***,"96,934,749",563988
2003100000,2003年度,9000,栃木県,***,"2,014,000",***,"98,749,037",497821
2003100000,2003年度,10000,群馬県,***,"2,030,000",***,"96,280,488",437416
2003100000,2003年度,11000,埼玉県,***,"7,028,000",***,"42,906,105",1397864
2003100000,2003年度,12000,千葉県,***,"6,030,000",***,"125,394,778",1320998
2003100000,2003年度,13000,東京都,***,"12,388,000",***,"274,788,893",19125650
2003100000,2003年度,14000,神奈川県,***,"8,702,000",***,"9,203,771",2138856
2003100000,2003年度,15000,新潟県,***,"2,455,000",***,"110,607,447",482890
2003100000,2003年度,16000,富山県,***,"1,116,000",***,"37,103,133",329816
2003100000,2003年度,17000,石川県,***,"1,179,000",***,"24,703,453",313152
2003100000,2003年度,18000,福井県,***,"827,000",***,"30,356,251",192618
2003100000,2003年度,19000,山梨県,***,"888,000",***,"24,867,282",135797
2003100000,2003年度,20000,長野県,***,"2,210,000",***,"78,189,025",427875
2003100000,2003年度,21000,岐阜県,***,"2,110,000",***,"49,033,630",423746
2003100000,2003年度,22000,静岡県,***,"3,790,000",***,"11,940,276",862083
2003100000,2003年度,23000,愛知県,***,"7,170,000",***,"236,414,731",1950384
2003100000,2003年度,24000,三重県,***,"1,864,000",***,"37,992,854",389194
2003100000,2003年度,25000,滋賀県,***,"1,368,000",***,"34,077,640",286369
2003100000,2003年度,26000,京都府,***,"2,650,000",***,"61,090,513",719041
2003100000,2003年度,27000,大阪府,***,"8,824,000",***,"348,660,386",5222992
2003100000,2003年度,28000,兵庫県,***,"5,589,000",***,"321,211,412",1248582
2003100000,2003年度,29000,奈良県,***,"1,434,000",***,"6,689,513",308326
2003100000,2003年度,30000,和歌山県,***,"1,052,000",***,"45,629,493",192360
2003100000,2003年度,31000,鳥取県,***,"611,000",***,"44,170,265",143419
2003100000,2003年度,32000,島根県,***,"752,000",***,"58,210,474",116168
2003100000,2003年度,33000,岡山県,***,"1,958,000",***,"25,414,610",460965
2003100000,2003年度,34000,広島県,***,"2,879,000",***,"37,783,722",823410
2003100000,2003年度,35000,山口県,***,"1,510,000",***,"82,923,130",285820
2003100000,2003年度,36000,徳島県,***,"818,000",***,"49,165,115",235528
2003100000,2003年度,37000,香川県,***,"1,018,000",***,"43,789,688",292968
2003100000,2003年度,38000,愛媛県,***,"1,481,000",***,"61,319,618",460095
2003100000,2003年度,39000,高知県,***,"806,000",***,"24,926,846",185795
2003100000,2003年度,40000,福岡県,***,"5,045,000",***,"96,984,874",1619284
2003100000,2003年度,41000,佐賀県,***,"872,000",***,"19,415,022",136869
2003100000,2003年度,42000,長崎県,***,"1,498,000",***,"38,717,557",341631
2003100000,2003年度,43000,熊本県,***,"1,852,000",***,"30,471,368",325255
2003100000,2003年度,44000,大分県,***,"1,217,000",***,"34,627,998",247154
2003100000,2003年度,45000,宮崎県,***,"1,162,000",***,"48,859,091",170206
2003100000,2003年度,46000,鹿児島県,***,"1,770,000",***,"10,739,846",274275
2003100000,2003年度,47000,沖縄県,***,"1,345,000",***,"19,474,712",279690
